review_id,business_id,star_costomer,useful,funny,cool,text,city,label,latitude,longitude,star_business,review_count,attributes,categories,year
#NAME?,94W90PLwpoFYqtuU-qBEGA,2,0,0,1,"This experience is about Feb 2020, when I frequented this store during the gem show.  

I started at this Tucson Palo Verde CW to ask about Add-a-Drawer.  Cashier who had only been working at that store 3 months, told me they do not carry it, cos he's never seen it.  I told him I saw it at that store before years ago.  He denied it.  I went to ask someone at the parts dept (HE should have done that!)  Lady there brought me right to where it was on the shelf.  I brought it to that cashier to show him, See you have it!  I looked it up on Ebay to see what prices they have and found they have larger sizes.  I called the manuf Smart Solutions on my phone and that man told me that Camping World online has the larger sizes.  When I went to parts to order, that man told me they do not carry it (cos he could not find it online).  I told him that the manuf/distributor told me CW orders it all the time and THEY HAVE IT!  

Parts employee didn't believe me so I put him on the phone with the Smart Solutions manuf and Smart Solutions helped CW parts find the larger size that I wanted.  So I was finally able to place my order, which the price was the same as the smaller in--store drawer.  

I am very turned off to the ""we don't have it"" when they do, attitude of the employees at the Tucson Palo Verde St store.  It is not about the names of these employees, it is about the MANAGEMENT,  No wonder that and other Az camping world stores (e.g. Mesa AZ where I picked up the drawer purchase) have such poor reviews on Yelp.

The only reason why I don't give 1 star is because the young lady at the counter when you first walk in, is very helpful.  She gets 5 stars, cos their internet was not working.  She was helping me try to get online with my laptop.  

Another reason why I would rate only 1 star, but the young lady at the counter lifts the review to 2, is because they do not have parking for RVs at this store, only because the parking spaces that is intended for RVs do not emphasize they are for RVs ONLY, so trucks and other passenger cars just park in the RV spaces.   The parking lot is very small.  There WERE very small words RV Parking in those long spaces, but they got worn away.  I told the manager that they need words that fill the entire space  RV PARKING ONLY !  But at the time I was there beginning of Feb 2020 (I was in Tucson for the gem show), there was no lettering in he RV spaces.  One employee told me 2 years before, that they even had a Smart Car parking in the long RV space.  Manager told me they are going to fill the RV parking spaces with big ""RV PARKING ONLY"", soon, do I hope that happened by the time you are reading this review.  

The story behind this inadequate parking situation is also because of poor upper level management.  When Corporate was looking for retail space for this store, someone at Corporate in another state back east, just looked at Google satellite view, and said ""This looks good enough"" and signed rental agreement for years based on ""satellite view"".  They also did not know that the business next to them had an easement through their parking lot, as it was the only way the neighbor could access their facility.  So when RVs have no place to park cos the cars are in the few RV parking spaces, RVers park in the road that the neighbor needs to get to work, or the RVs go into the neighbors parking lot to try to find parking there.  

All this is very poor management to MEEEE, in that Corporate did not want to pay to fly someone out to personally view the facility before signing a lease.  Now they are stuck with these problems for years and years.  

I had a $10 Good Sam coupon is the only reason why I was trying to buy the Add-a-Drawer at Camping World, otherwise a lot of the things they carry WalMart at 1/3 the price.  Honestly, I have specific examples such as the clear water carrier that costs more than double at Camping World than at Walmart.  See photo captions.  I think 85 percent of CW retail store merchandise here can be bought at Walmart for half the price.",Tucson,negative,32.165355,-110.918757,3,78,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}",RV Rental,2020
YaOz3voOYxEWI2TEvZbc0Q,tlmxMUrk9xRvYzH0xo1Olg,4,0,0,0,"Problems with service seem to have been resolved and again I like this place very much. Two tips, got the $8 sake which was generous and very good and I got the $2 shrimp wonton and to my noodles which was definitely worth it.... four large wonton for two bucks.",Tucson,positive,32.2358757,-110.8946181,4,149,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Corkage': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DriveThru': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}"", 'BYOB': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""u'no'""}",Japanese Curry,2021
v4EENqB92SVeuDMiYaRACg,h4CPgWdrG9ejSgaAOOCEaw,5,0,0,0,I have been to this chipotle several times. Each time has been good. This time was the best. I was the second person of the day. They served us before they were officially open. The people on the line were happy to be there. The food was awesome.,Tucson,positive,32.20596149,-110.7901435,2.5,98,"{'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'beer_and_wine'"", 'Caters': 'True', 'HasTV': 'True', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}",Restaurants,2020
CNCitcfk8UybHF5l08IfMw,LsPmM95HXEyvEYTgMI4Jew,2,2,0,0,"I understand with the whole Kova thing going on we can we do take out, and I've gone to another couple Panda Expresses that had the Beijing beef on the menu. This one I asked for it and they said only what's on the menu on the right. I said it's on the advertisement on the window on the left and again she said only what's on the right so I made my order.

The two people behind me asked for the same thing, Beijing beef. If everybody keeps asking for it why not make it? The gal at the window had a very poor attitude with me. 

When she handed me my food I looked in the bag and asked her politely may I please have a fortune cookie? She rolled her eyes and had to go get it like I was asking her to do something very difficult. The only reason I gave them a two instead of a one was the food looks pretty good.

I think I'm gonna have to start looking for another Chinese restaurant around here that has lunch take out where I can actually get the dishes I want.",Tucson,negative,32.305823,-111.0096683,2,33,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'DriveThru': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True'}",Chinese,2020
0ehgrhVI90g9ePIcQsBCBg,QZo-0Hfe3NTsUOkFPaUgwQ,5,0,0,0,"I was so thrilled with my experience at Circ 79! Emily is the best stylist I have had in 50 years of having hair! She was so personable, professional and knowledgeable! Highly recommend Circ 79 generally for the environment and excellent customer service, but specifically Emily who is a rock star!",Tucson,positive,32.30054681,-110.9781509,4.5,178,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'HairSpecializesIn': ""{'straightperms': False, 'coloring': True, 'extensions': True, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': False, 'asian': True}"", 'BikeParking': 'True'}",Hair Salons,2021
CfYCwiE87uapK_lDGmJ8cQ,icS2YOLvo4_cDXrnZ-QFzQ,5,4,0,1,"Went in for brakes because I knew from past experience I could trust them to do what was right by my car.  Jared came in to the waiting area after about 45 minutes to tell me I did not need brakes.  He inspected the brakes, front and rear, and test drove the car to make sure.  How many places can you name that would do that?  How many places can you name that would have replaced the pads anyway?  I go to Next Generation Automotive because of this, because I know I can trust them!",Tucson,positive,32.2812485,-111.0080836,5,13,{'BusinessAcceptsCreditCards': 'True'},Automotive,2020
8J1d91dQfobpzyiTA6IbwQ,XBgF8emvIncdwnK-YzyOPA,5,0,0,0,"They are always great!!! Never have had any issues. Thanks! Drive in a little small, but my big truck makes it. Enjoy",Tucson,positive,32.166666,-110.98784,4,7,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False'}",Restaurants,2021
Iu21t68eegkbNj2qzGuvTg,20KYcr2-TTRd_jPgjiV-DA,5,2,0,1,"This is was literally the best smoothie I've ever had in my life. I got a classic blend with pineapples, strawberries, orange sorbet and pineapple sorbet. My god, it was so good. Even though Robeks is nearly 30 minutes from my house I will be going here at least twice a week. My husband opted for a green smoothie and also loved it. I'm sad I only got a small, I will get a large from now on. They have lots of options and every smoothie is totally customizable. They also offered juice shots and some delicious looking açaí bowls.",Tucson,positive,32.22042522,-110.7743228,3.5,22,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}""}",Food,2021
e0DJ6mDW2gQPK-oz5HtNAA,EsykJrND3IA9xzXC7kV2rw,1,0,2,0,"PLEASE READ THEIR BS RESPONSE AFTER MY REVIEW: SUFFICE TO SAY THAT IT IS IN THEIR RULES AND REGULATIONS...BECAUSE EVERYONE KNEW THAT COVID WOULD START 1 MONTH AFTER WE SIGNED UP. THIS MAKES IT EVEN MORE PATHETIC AND ABSURD. JUST COPY AND PASTE APOLOGIES FROM A FRANCHISE.

I don't know why I didn't do this review 1.5 years ago, but I was too busy worrying about COVID. My wife and I had joined about 1 or 2 months before COVID hit. We needed to quit since I have other health concerns. They said I could but would NOT refund our joining fee. Again, we joined 1 month before COVID hit and they wouldn't refund it.

I would not trust this gym in any way and suggest everyone stay away. They only care about money and not about health of their clientele. I decided to write this when I looked at the reviews and how they don't seem to care if people wear masks or not. Nothing has changed obviously. Stay safe and don't go here.",Tucson,negative,32.2207106,-110.8908228,3,31,"{'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}",Active Life,2021
dms38a2cGC5vNAr0Fann-w,uSrtNzG0o0mqQzW24L6Tag,5,0,0,0,"I have worked here for a couple of months now and everyone is very friendly. I personally used to go to quick and clean, and I would get the cheapest wash, and then I got the quick express for only 6$ at surf thru , and it was way better. I was looking for a job with a friendly team and this was definitely it. I love my job!",Tucson,positive,32.22027514,-110.8238229,3,69,{'BusinessAcceptsCreditCards': 'True'},Car Wash,2020
yDObuKkohhSmjxP-1bDL3w,ajgvBDXmFllajSfKDIHTGw,2,0,0,0,Went to ATL wings on 4th ave today. As soon as we walked in I could tell the owner didn't want us there. I ordered 44$ worth of food and received cold wings and a colder attitude from the owner. When I asked for another ranch they wanted to charge another 81cents. The ATL in Phoenix is much better with their customer service. I won't go back to the Tucson location.,Tucson,negative,32.231918,-110.9653748,4,175,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'GoodForKids': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}",Chicken Wings,2021
gTLSRlo989Nh7ec3wIxxLQ,Q22UzlwqkRkISP7LG4WXzA,5,1,0,1,This place has been a go to for our family for a while. But we haven't been since the start of the lockdown. So what a wonderful treat today - takeout Grill Cheese of the Day!  Mozzarella tomato balsamic on amazing bread. Thanks Zona 78!,Tucson,positive,32.2512893,-110.8361567,4,281,"{'GoodForKids': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'WheelchairAccessible': 'True', 'Caters': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'DogsAllowed': 'True', 'Corkage': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'BYOB': 'False', 'BYOBCorkage': ""'no'""}",Desserts,2020
gDmlQ6l_ZTwZdchWElUiVg,oy24kRVudCnkI1z_tI8x4Q,5,1,0,0,"So happy with the service and product!  Rene, JJ and Mario were wonderful!  I called to request a quote and JJ came the same day to do the quote, and drew up the design I requested all during that visit. Then they had a custom gate installed within 7 days.  They even made custom sconces for me and had them ready by the then the gate was installed.  Mario did a wonderful job installing our gate.  Highly recommend this company for any metal work.",Tucson,positive,32.1459712,-111.0106928,5,30,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Decks & Railing,2020
uM6ei_pbwn01ZcQw_6OQSQ,ABige0yh3YWBQ2oyCgpUEg,5,0,0,0,"They put new tires on my bike this week and I love them - perfect install and very high quality tires.  The shop is so cool - an awesome mix of music and bikes (both are things that I love).  They were very accommodating with our travel schedule and we really appreciated that extra touch.  Nice people, top notch work and a great shop.",Tucson,positive,32.2360083,-110.9060727,4.5,20,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}",Sporting Goods,2020
SdxEbRTDJqUTYuAiCxh_8g,QXB4E78FXn3eotalXUG0bQ,1,0,0,0,I had an appointment and told the stylist what I wanted.  She had me stand up during the whole process and barely trimmed anything off.  NOT what I wanted at all or even described to her.  Then I went across the street to a chain salon and got a really nice haircut.  Don't bother with these people.,Tucson,negative,32.2070271,-110.8425909,4,66,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'HairSpecializesIn': ""{'straightperms': False, 'coloring': False, 'extensions': False, 'africanamerican': False, 'curly': False, 'kids': False, 'perms': False, 'asian': False}"", 'WiFi': ""u'free'""}",Beauty & Spas,2020
D7arkzy0LAGUStypPDqe6w,k8-uQ51SXUPKGphE-e0WBQ,3,1,0,0,"I was super bummed out.  I thought they would have a very decadent grilled cheese  but it was very lackluster. Lots of bread, little filling... i got their sexy grilled cheese.  I would not order again.",Tucson,negative,32.250057,-110.9343771,3,10,{'RestaurantsDelivery': 'True'},Sandwiches,2020
5St3YwDIatmZ4YTLCjyT5A,Cgz2g5CeyBZ7Ko_7gFROVA,5,0,0,0,"It was my first time here and I felt welcomed instantly! I made an appointment and they took my sister and I right when we walked in. My gel color change came out perfectly and I love my bling toes! I love the atmosphere here, salon looks so new and clean! I will definitely be coming back!",Tucson,positive,32.2193041,-110.7739538,4,124,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",Hair Salons,2021
IhW2dfV-vDNFlFnFSNUm2Q,OMkT9ZQuYO3cNmwo86YhUw,4,0,0,0,"Everything you would expect from a high-end casino restaurant, however, with PiYo you also get farm to table and locally sourced specialties. As non-red meat eater (for health reasons) I am always worried that I will not find anything to eat at a steak locale. I enjoyed a summer blossom soup, baked brussel sprouts and a delicious salad with beets and other spring veggies. Every plate was delivered with care, precision and looked beautiful. My parents who were celebrating their 51st Wedding Anniversary were treated like royalty! Something I appreciate deeply. Next time I'm in the area, I will be going back.",Tucson,positive,32.1312887,-111.0868383,4,163,"{'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '3', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'Caters': 'False', 'HappyHour': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': None, 'street': False, 'validated': False, 'lot': None, 'valet': False}"", 'Music': ""{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}""}",Restaurants,2021
Y39nTTAycbTmgHloVcO3Zw,oLg8-n1KhLt5MDONJ_7xMQ,1,0,0,0,"The story that I'm telling you will sound like a nightmare, I promise. With me visiting friends and working in Tucson, Arizona during my visit someone rear ended me at my hotel lot. I took my car to dent Busters where they said they won't even take a deductible! Over a month goes by and I still don't have my car, and insurance only pays for a rental for 21 days. when I got my car back after 33 days I drove all the way home just to be locked out of my car... my car does not have the electrical button therefore I need to stick the key in to open the door and it did not work they towed my car away and gave me my rental car back which I needed to pay for the rental for an extra day and they charged my insurance to tow my car back to their lot! not to mention when I got my car back after over a month I have a big scratch on my windshield and they blamed it on me!!! I had to show them pictures of my pocket estimate where I took pictures all over my car and took them three weeks but they have finally called Safelite out to my house. And yes they ended up taking the FULL deductible after they said they wouldn't and gave me the worst auto body experience of my life I was driving to and from Arizona like a chicken with my head cut off trying to figure out when my cars going to be fixed! I hate the fact they'll have someone different call and text you from different numbers . The lady argued with me saying she's been texting me updates and I never answered....I'll add the conversation in the post",Tucson,negative,32.2462399,-110.9715734,5,71,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",Body Shops,2020
pYhj42CZn_6U5gpFBW6usQ,9Ml8SU1yTK5DNdd3gcWyog,1,0,0,0,"The wait time is egregious. The staff is inconsiderate, unorganized and slow. There is nothing urgent about this urgent care facility, but apparently they are funny because there was a whole lot of laughter. If you want to waste your entire day then come here. I left after 2 and a half hours of not being seen, and I was told ""it will be another 30-40 minutes before somebody sees you"". If I could give less than 1 star I would. This is the epitome of what it's like when you don't pay for the healthcare you want and somebody else has a say over who you see.",Tucson,negative,32.222681,-110.8404372,2.5,14,"{'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}",Walk-in Clinics,2020
xqFqM0leTbVOzYfQvryMBA,L1TzHZ8OXfVXTfyzidstzg,5,0,0,0,"I don't usually write reviews but this place was PERFECT. If I could rate it 10/5 I would. My mom is a vegetarian, however I am not, and despite our difference in diet we both found delicious items on the touch free menu (which was simple to use, all you had to do was point your phone camera at it). I got the ""Corned Beef Hash"" and my mom got the ""Avocado Toast"" and we both loved our meals. The service was incredible, everyone that we spoke with was very kind and thoughtful, and they answered all our questions. I was curious because they had this really good ketchup so I asked which brand it was and they even brought it out to me so I could take a picture of it! In a nutshell, the food was outstanding, the service incredible and the environment, even in COVID didn't feel like we were in a quarantine. They managed to get everything perfect, even in these times. 

Thank you guys so much for the wonderful food! 

10/5!!!",Tucson,positive,32.2503367,-110.935414,4.5,253,"{'Caters': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'Corkage': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}"", 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{u'breakfast': True, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}""}",Breakfast & Brunch,2020
dkAEWlu5jPxbXpdH6tfj8A,SwXl_FP2c53zdOL2P997lA,1,1,0,0,"Not a great visit to Mercedes of Tucson service department. I typically use Scottsdale but live in Tucson and had an urgent need. I felt the differences between my Scottsdale experience and Tucson. 

I had a flat tire with one of my run flats, drove straight to the dealership and was greeted and quoted $370 installed, I just needed to wait until the next day for them to get it in stock. I asked about a loaner car since I was 30 minutes from home and the woman told me there weren't any available and maybe I should try a tire place to get a new one installed same day (the tires are specific to Mercedes so no one had them in stock either)

I decided to go ahead and just go with Mercedes because I was there already. Upon entering the building over half of their employees were congregating without masks on, a few of them by the counter I was being helped at (around 6 ft away) I then spoke to the service desk and he originally wasn't wearing a mask either but put one on when I sat down.  I was then quoted $430 instead of $370. Again, already there so I agreed. He then said they did have loaner cars, not sure why the story changed from the first person to him.  A woman (I believe a manager) approached me and asked if she could help- she wasn't wearing a mask!  Do not speak to customers without a mask on. This is not the first week of mandated mask wearing - get with the program. 

When I got in my loaner car it was dirty!! There was a used mask and trash on the floor and ash on the seats. 

I don't feel like the Tucson Mercedes did a great job upholding the brand and wouldn't go there for service needs or a new car ever again. Very disappointed as I didn't feel like they had customer safety in mind. Masks aren't mandated by Mercedes although they are mandated by the city of Tucson. You are not exempt from these rules.",Tucson,negative,32.250485,-110.856753,4,130,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}",Auto Parts & Supplies,2020
tEKZYOEX4ExSwoXL106Auw,Z4lwt5fK5-gINuWfI1aiRg,4,1,0,0,Third restaurant since we have been back and how great to come back to a wonderful meal. They are now open for sit down dining which is great. Always great service and great food. Portion sizes are large and prices are good for what you get. Small family business that goes above and beyond. They made our dinner great. Give them a try weather dining in or take out. You will be happy you did.,Tucson,positive,32.118663,-110.797634,4,341,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None'}",Restaurants,2021
r_LsPkBATo42Kuhzxvz1Tg,u5FV7F0Hjk6W-NGvxWqPRg,5,0,0,0,Hands down best wings in town! The ribs were cooked perfectly and so very tender and delicious too! We ordered through uber eats and a lot of the time wings from other restaurants can be cold and dry by the time they get to the door but these exceeded our expectations. I highly recommend ordering for delivery especially during this difficult time. Jason is great too!,Tucson,positive,32.15896275,-110.9244148,4,129,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BYOB': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}",Restaurants,2020
o8BYpcChUgCe0QNx9zdTLw,WVZcslV_Nqo6HcDTy7csgA,5,0,0,0,Fantastic service!  Luke explained how the carpet cleaning would be handled.  He has a great personality.  We enjoyed his company.  We'll suggest this company to anyone who needs work.,Tucson,positive,32.2987914,-110.9902016,5,99,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Local Services,2021
vlUOGXANYnYvMipWBp53DQ,mjWUo4kpPEM_dHdjX-gfVQ,5,0,0,0,"The guys who work at this particular Jack Furrier are awesome. We have been dealing with with quite a few who work here and I didn't get everyone's name, but Lee and Rick have treated us very well and are very honest.

My son's car has been having issues and has been in and out of there the last couple of weeks. (Not due to their work but problems with the Ford Focus being a lemon!)

One time they didn't even charge us for the research and diagnosis they did. Turns out it was a recall by Ford. I would have at least expected to be charged for their time, but they said no charge! 

The mechanics and everyone here definitely deserve the 5 Stars I'm giving them. Thank you guys!",Tucson,positive,32.2061443,-110.8201375,3.5,17,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}",Tires,2020
#NAME?,7d9lMnvxTKJbS3hA5KfUHA,5,0,0,0,"Fantastic.

This guy went to work on my truck. It had been a wire with the Rona and everything. Very detailed. He took his time and did a great job.

Thank you",Tucson,positive,32.3389931,-110.9268201,5,35,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'WiFi': ""u'free'""}",Auto Detailing,2021
